Node_ID,Date,Rainfall_mm,Rainfall_Intensity_mm_hr,Soil_Type,Land_Slope_%,Fertilizer_N_kg_acre,Fertilizer_P_kg_acre,Pesticide_Conc_mg_L,Days_Since_Application,Runoff_Volume_m3,Reservoir_Volume_m3,Nitrate_mg_L,Phosphate_mg_L,Turbidity_NTU,pH,DO_mg_L,BOD_mg_L,COD_mg_L,Toxicity_Index,Toxicity_Class
V4,2026-04-01,70.74,46.0,Sandy,7.69,158.51,57.05,0.869,5,7021.16,590200.23,17.27,4.37,20.9,7.86,4.09,8.46,40.72,23.65,Safe
V3,2026-07-21,197.8,20.97,Clay,2.73,130.37,53.35,0.331,9,7428.11,509245.85,59.71,3.4,30.52,7.94,6.8,9.09,34.01,55.45,Moderate
V3,2026-12-12,102.22,24.11,Sandy,7.02,113.29,52.66,0.119,4,26941.18,655709.6,24.62,4.6,28.86,6.25,6.92,1.74,39.95,26.57,Low
V4,2026-01-19,33.26,14.69,Loamy,2.18,93.32,70.96,0.301,6,18028.94,626965.8,31.47,7.91,76.74,6.32,7.61,4.57,19.02,40.62,Low
V5,2026-02-08,147.79,31.87,Sandy,6.98,158.89,42.08,0.151,5,28053.89,583153.95,43.27,2.9,64.18,7.35,4.88,9.94,33.98,53.94,Moderate
V4,2026-05-06,71.37,31.77,Clay,1.09,145.67,40.51,0.193,1,26880.16,509260.67,41.45,3.85,59.3,7.08,5.53,13.03,42.9,57.47,Moderate
V5,2026-06-22,199.44,21.75,Loamy,4.58,102.52,71.82,0.488,5,22347.61,462979.55,59.6,6.15,18.95,6.04,4.82,13.84,31.64,55.94,Moderate
V3,2026-05-21,196.16,19.99,Clay,6.39,85.61,59.09,0.307,5,24963.73,632845.56,53.64,3.56,73.21,6.12,4.29,8.01,43.97,68.85,Moderate
V1,2026-08-30,134.67,44.82,Loamy,7.54,84.53,45.24,0.564,9,3587.38,545922.73,55.11,7.48,67.09,7.78,6.76,8.64,32.56,64.83,Moderate
V3,2026-08-08,34.67,22.25,Sandy,7.36,89.63,49.42,0.328,1,12976.88,467425.01,59.98,11.15,17.27,7.74,4.7,12.66,26.68,55.81,Moderate
V3,2026-05-06,140.5,27.21,Loamy,6.74,126.46,77.3,0.946,5,23410.31,458552.38,30.48,9.23,70.34,6.71,5.14,8.53,25.18,44.78,Low
V2,2026-02-27,27.68,17.75,Loamy,7.22,154.3,74.38,0.915,7,3299.04,449620.27,32.56,8.33,25.42,7.78,5.02,8.24,30.55,34.24,Low
V2,2026-05-28,15.58,40.4,Sandy,2.39,119.74,68.39,0.61,6,4055.26,633148.36,40.66,7.41,11.07,7.19,6.56,13.67,11.15,29.35,Low
V2,2026-11-13,166.36,22.89,Clay,2.99,147.44,59.29,0.419,6,30260.42,468696.16,31.52,6.37,54.26,7.61,7.59,12.06,43.43,48.76,Low
V2,2026-12-27,49.85,28.11,Sandy,3.02,115.67,60.81,0.443,7,24888.8,557992.68,78.95,3.05,54.04,6.85,6.33,13.73,52.26,89.04,High
V5,2026-01-01,82.02,16.4,Loamy,3.64,136.69,79.01,0.471,6,11491.83,535463.91,66.98,10.84,12.12,6.23,5.36,4.06,27.73,54.4,Moderate
V4,2026-12-14,194.96,49.44,Sandy,3.75,138.55,78.63,0.755,5,25014.81,573883.27,21.53,3.73,28.91,6.87,6.9,8.34,12.3,14.86,Safe
V1,2026-07-09,74.0,18.12,Loamy,4.81,93.92,48.61,0.506,5,28358.61,663146.47,10.39,2.0,79.46,6.91,6.2,12.79,59.34,45.76,Low
V3,2026-07-10,66.33,39.68,Sandy,2.12,108.9,72.44,0.871,9,12817.42,660324.22,12.99,9.25,55.88,7.1,3.3,2.56,23.18,22.63,Safe
V5,2026-11-08,184.46,24.24,Sandy,5.84,130.98,47.89,0.95,8,4153.2,535322.82,27.08,2.93,59.76,6.21,3.48,12.13,16.33,33.56,Low
V1,2026-04-27,31.04,14.28,Clay,2.17,85.66,48.54,0.402,4,32848.93,404609.88,18.0,5.09,20.97,7.98,3.19,3.56,28.49,16.22,Safe
V5,2026-05-14,154.32,40.99,Loamy,3.17,108.92,67.04,0.605,4,14045.75,527933.14,47.33,1.31,10.91,6.49,5.28,12.31,46.93,46.93,Low
V5,2026-02-27,197.73,20.01,Clay,4.52,122.78,56.2,0.186,5,6407.42,581858.06,70.06,2.51,25.77,6.4,7.13,9.57,24.7,57.32,Moderate
V3,2026-02-13,181.25,43.93,Loamy,6.58,159.7,77.26,0.28,3,18739.42,567329.43,61.57,2.91,23.67,7.05,4.57,3.71,38.74,54.01,Moderate
V4,2026-06-22,133.82,46.19,Sandy,6.18,117.96,43.56,0.472,8,27590.97,595400.83,25.09,1.6,22.59,7.07,4.92,7.63,30.78,23.13,Safe
V2,2026-06-09,69.67,43.69,Loamy,5.52,145.28,60.46,0.286,7,10092.71,446222.72,37.95,8.22,19.46,6.88,7.55,10.55,15.89,30.32,Low
V4,2026-06-22,58.32,6.58,Clay,2.09,114.57,76.74,0.889,5,11623.68,593960.53,45.55,10.21,48.11,7.54,7.18,9.87,26.51,51.01,Moderate
V3,2026-11-13,165.66,40.43,Clay,4.83,143.71,76.16,0.242,3,10766.88,454795.49,66.71,5.11,29.61,7.03,6.33,6.98,46.24,66.21,Moderate
V3,2026-10-30,177.17,23.51,Clay,1.61,127.63,46.26,0.51,5,34733.54,625157.19,68.74,10.62,66.53,7.22,4.33,13.59,40.6,84.79,High
V3,2026-05-29,109.83,44.32,Loamy,3.64,150.93,54.67,0.645,3,9316.92,501726.28,73.68,3.35,18.8,7.45,3.59,8.27,15.99,54.72,Moderate
V1,2026-03-21,56.42,33.71,Clay,3.89,112.88,64.76,0.723,5,21416.65,612968.63,45.65,4.58,39.85,6.05,3.08,8.08,18.17,41.3,Low
V4,2026-08-01,31.46,42.51,Clay,1.28,128.34,46.38,0.445,1,32608.47,414359.68,58.6,2.66,6.02,7.14,3.54,1.87,42.04,46.78,Low
V4,2026-07-22,26.56,27.47,Clay,2.92,130.4,78.72,0.882,6,7700.69,522358.01,17.83,7.83,41.13,7.77,4.46,13.91,50.67,40.44,Low
V5,2026-09-09,146.62,29.08,Sandy,7.69,113.39,76.59,0.611,4,34067.33,611510.36,49.57,5.62,9.19,6.03,5.76,3.48,27.47,36.1,Low
V5,2026-08-17,89.82,11.5,Sandy,7.68,91.54,46.68,0.496,4,33319.27,468061.15,27.41,7.75,78.33,6.81,3.32,8.4,39.77,51.25,Moderate
V5,2026-06-13,182.02,40.28,Loamy,3.47,87.48,44.85,0.161,8,31306.3,638586.11,40.22,9.38,64.29,7.85,3.68,12.25,18.53,50.23,Moderate
V3,2026-08-15,150.54,23.87,Loamy,1.3,81.33,43.42,0.518,2,9865.81,589233.92,54.38,7.0,41.76,6.71,3.91,4.02,25.57,50.85,Moderate
V4,2026-05-27,46.34,27.5,Clay,2.25,149.88,76.38,0.839,4,23289.76,576268.53,27.99,7.9,11.49,6.92,6.16,8.38,11.01,16.71,Safe
V3,2026-01-20,126.62,40.33,Sandy,3.75,98.92,47.74,0.653,2,27348.53,506064.66,13.65,11.29,49.43,7.96,6.08,4.37,48.41,34.44,Low
V1,2026-02-16,92.75,31.95,Clay,7.63,96.92,56.65,0.849,1,34552.89,544735.44,10.72,4.29,61.91,6.4,5.75,11.64,30.05,27.75,Low
V5,2026-08-21,119.68,14.05,Clay,1.99,138.88,57.95,0.545,3,8773.56,579204.79,11.55,4.95,19.3,6.13,4.25,8.9,50.81,24.0,Safe
V3,2026-11-01,150.23,31.56,Sandy,6.34,105.6,63.96,0.207,8,27512.83,541738.63,10.58,8.89,47.62,7.72,4.86,12.98,45.42,34.33,Low
V3,2026-01-14,163.18,23.34,Sandy,1.76,120.48,42.87,0.112,6,13841.64,609494.0,17.72,7.72,66.07,7.74,3.48,13.52,51.44,48.46,Low
V1,2026-05-23,170.31,26.13,Sandy,7.87,93.0,49.07,0.373,7,8620.05,530109.08,26.76,2.96,62.62,6.94,4.13,10.08,24.28,36.45,Low
V2,2026-01-01,58.26,6.27,Loamy,3.67,156.78,77.26,0.728,2,16484.06,460681.95,25.49,5.14,65.22,7.03,7.49,11.16,19.26,34.91,Low
V4,2026-02-23,15.91,14.45,Loamy,6.43,148.13,76.34,0.811,6,28402.75,464180.13,79.08,6.15,70.95,7.67,7.9,8.69,58.6,95.66,High
V2,2026-09-16,150.47,17.65,Clay,3.4,149.1,71.25,0.366,8,17875.19,401741.13,31.42,5.61,75.33,7.48,6.24,6.38,45.87,52.78,Moderate
V5,2026-05-24,30.21,37.08,Loamy,5.39,112.54,40.78,0.546,8,20200.74,490287.31,18.92,2.96,35.41,6.53,7.58,10.07,51.7,33.61,Low
V3,2026-01-12,69.83,5.52,Sandy,2.34,140.99,53.08,0.479,4,34845.1,624675.29,48.19,11.17,47.66,6.03,6.21,13.72,10.66,48.83,Low
V1,2026-11-26,10.73,23.39,Sandy,2.02,91.51,65.12,0.469,6,15771.5,638248.81,70.06,9.39,64.3,6.96,3.17,6.83,27.72,74.51,Moderate
V1,2026-08-12,139.52,46.58,Loamy,7.57,80.69,51.01,0.308,5,22692.82,460740.26,57.46,6.29,57.29,7.72,7.98,5.4,47.14,67.28,Moderate
V4,2026-09-29,41.76,10.03,Clay,7.42,81.6,76.38,0.223,9,14687.81,687713.2,30.73,8.48,79.66,7.79,3.49,6.44,13.9,41.36,Low
V2,2026-12-24,134.5,28.24,Clay,7.21,126.93,65.36,0.277,8,15569.14,550720.84,49.31,10.87,6.03,7.91,6.41,7.1,38.37,45.31,Low
V4,2026-06-05,198.43,40.39,Loamy,5.38,116.43,42.88,0.15,2,25260.5,675093.62,60.04,2.5,31.63,7.76,4.26,2.03,31.45,50.7,Moderate
V3,2026-01-08,23.81,47.41,Clay,6.66,121.44,76.36,0.278,7,33012.38,612029.58,60.97,3.75,26.08,7.16,4.96,7.98,10.88,44.36,Low
V4,2026-05-02,24.64,38.6,Clay,1.48,80.6,78.31,0.108,7,20355.49,616730.03,56.66,6.97,24.67,6.89,6.23,7.92,21.8,47.23,Low
V1,2026-12-14,74.67,37.43,Clay,3.34,113.81,43.11,0.665,1,27588.8,425513.09,70.96,9.79,21.69,7.55,5.18,9.24,24.24,61.46,Moderate
V1,2026-06-13,174.61,42.19,Sandy,3.2,137.45,61.29,0.385,1,5854.61,465997.34,70.91,1.4,58.18,7.48,4.25,6.08,15.59,61.84,Moderate
V5,2026-03-31,50.95,25.08,Sandy,5.45,115.42,52.13,0.976,4,9757.06,402644.45,50.53,11.82,11.36,7.08,4.67,9.58,41.58,52.09,Moderate
V5,2026-05-16,78.47,41.26,Loamy,3.49,138.58,55.71,0.274,5,19068.21,614838.29,40.09,6.0,60.62,6.17,4.71,13.3,22.12,48.9,Low
V3,2026-07-05,23.02,5.36,Sandy,2.04,98.64,47.19,0.411,4,3640.38,503331.49,54.91,4.95,57.01,7.85,7.8,14.38,23.88,59.17,Moderate
V2,2026-11-12,155.0,46.61,Clay,5.18,145.05,63.12,0.422,7,11091.36,635995.75,67.27,4.22,23.81,6.91,6.99,9.17,54.91,69.48,Moderate
V4,2026-06-27,87.58,24.95,Sandy,6.7,127.07,78.32,0.108,3,19556.84,501680.87,10.4,2.92,23.96,6.73,5.29,1.6,33.36,10.29,Safe
V3,2026-01-28,154.26,29.9,Loamy,3.67,96.86,60.12,0.855,7,3478.76,645800.13,79.44,9.71,52.16,7.26,4.0,14.57,29.61,83.66,High
V5,2026-08-08,181.69,16.47,Sandy,1.93,98.94,43.32,0.129,8,11465.48,439209.48,22.8,11.51,62.16,7.35,7.06,10.88,46.19,48.35,Low
V4,2026-12-23,54.22,38.41,Clay,2.38,130.24,64.8,0.946,6,19448.99,452011.95,42.92,5.55,70.74,6.42,3.79,5.7,55.48,65.08,Moderate
V5,2026-02-10,163.41,8.45,Clay,2.66,146.4,53.61,0.903,6,21340.78,502262.96,71.04,11.48,68.91,7.67,4.05,3.06,11.25,67.7,Moderate
V4,2026-08-16,21.23,44.27,Loamy,3.1,113.25,74.24,0.582,8,32624.05,522546.22,25.75,10.06,77.37,6.58,4.83,3.01,32.41,43.85,Low
V2,2026-07-11,180.78,42.27,Sandy,5.5,100.66,57.39,0.589,8,23651.06,504610.84,43.38,6.29,48.6,6.37,7.4,3.35,40.54,49.46,Low
V3,2026-05-25,133.65,14.72,Sandy,5.21,149.36,47.71,0.688,7,16271.55,629094.11,19.28,8.41,73.15,6.81,3.66,1.64,25.93,32.97,Low
V4,2026-07-20,176.1,41.42,Sandy,5.87,133.54,47.64,0.448,6,32771.24,429085.42,37.66,5.78,65.64,7.46,3.61,13.63,48.62,61.34,Moderate
V1,2026-07-31,10.04,40.39,Clay,3.54,115.85,70.75,0.683,6,28116.26,505365.11,22.4,7.15,72.1,7.93,5.47,8.57,58.57,53.25,Moderate
V1,2026-08-08,42.13,33.45,Loamy,6.77,119.03,50.62,0.14,6,9400.29,651172.0,35.45,1.64,5.87,7.62,4.38,10.8,57.17,40.45,Low
V4,2026-08-28,84.05,21.81,Sandy,2.43,96.34,70.69,0.149,8,7186.96,420039.12,36.14,8.66,77.44,7.88,5.84,12.59,23.3,52.47,Moderate
V4,2026-02-15,82.11,17.22,Clay,4.28,130.14,48.24,0.512,1,24625.97,682703.05,79.52,1.58,40.51,6.28,5.26,12.08,21.32,69.24,Moderate
V4,2026-02-04,53.08,15.43,Clay,6.61,108.7,52.87,0.595,5,20916.26,695895.05,79.64,9.99,64.86,6.14,5.17,13.36,57.87,100.0,High
V1,2026-09-10,82.51,19.34,Clay,2.26,159.65,58.62,0.899,3,28269.56,426570.45,18.04,10.07,14.54,7.12,3.56,14.54,32.93,26.13,Low
V1,2026-03-23,34.48,45.66,Sandy,1.77,118.41,77.73,0.194,8,26641.76,487381.76,60.82,3.61,34.7,6.58,3.71,7.15,20.41,51.15,Moderate
V4,2026-09-13,88.42,8.49,Sandy,7.19,118.87,77.27,0.84,6,23006.77,511720.2,13.62,4.56,25.36,7.66,7.11,14.3,45.35,27.17,Low
V5,2026-07-16,162.45,42.3,Sandy,3.4,125.27,48.27,0.289,2,34564.23,632917.41,12.11,6.29,26.87,7.34,7.43,11.13,24.22,15.62,Safe
V5,2026-10-30,101.02,20.7,Sandy,5.79,153.34,54.33,0.455,7,20074.87,578778.04,17.37,7.56,14.24,7.94,4.17,1.99,23.36,11.5,Safe
V2,2026-01-10,13.42,28.47,Sandy,1.18,144.07,45.98,0.385,7,6619.38,593309.71,77.58,4.16,65.43,6.51,3.57,10.54,53.96,91.87,High
V3,2026-11-08,90.07,40.75,Sandy,5.83,116.09,60.4,0.46,5,29504.75,627252.95,75.86,7.52,5.69,6.97,3.27,10.61,18.12,57.47,Moderate
V5,2026-10-13,15.16,44.8,Sandy,3.21,137.5,58.42,0.235,8,11059.31,435393.7,23.57,4.28,28.44,7.0,6.04,13.68,13.22,20.65,Safe
V1,2026-08-30,193.59,20.52,Sandy,1.39,126.9,76.03,0.553,5,27873.67,649962.84,21.32,1.61,18.08,6.48,6.58,6.22,23.46,13.99,Safe
V5,2026-09-08,34.22,25.78,Sandy,5.27,119.39,77.2,0.821,1,33627.43,611685.94,26.84,1.03,49.18,7.18,4.86,9.19,40.35,37.85,Low
V2,2026-12-31,144.46,23.65,Clay,2.69,95.39,55.34,0.497,9,25297.46,573202.52,46.09,2.11,24.07,6.89,6.4,1.17,16.15,28.93,Low
V2,2026-01-05,194.83,5.6,Sandy,3.71,117.11,59.67,0.542,4,22072.97,666920.6,49.88,9.71,24.42,6.89,6.56,5.65,33.58,47.57,Low
V3,2026-04-29,166.95,18.32,Loamy,1.56,99.67,75.85,0.864,2,17732.36,610091.91,25.51,11.58,41.63,6.73,7.68,1.87,41.37,36.08,Low
V5,2026-10-16,142.87,25.66,Clay,2.03,153.19,72.27,0.735,4,14661.12,460509.99,62.96,5.7,53.95,6.03,3.32,8.31,52.44,75.88,High
V1,2026-03-06,169.5,23.5,Sandy,3.09,106.83,40.15,0.541,9,14296.15,528923.61,31.67,6.64,14.1,7.04,3.96,12.44,21.49,27.69,Low
V1,2026-05-26,196.54,37.49,Loamy,1.63,156.18,52.8,0.332,2,23363.93,548212.86,74.55,2.62,18.16,6.67,3.34,3.89,50.87,68.36,Moderate
V4,2026-08-12,128.06,22.32,Sandy,7.38,122.64,56.87,0.896,4,27040.74,416565.29,55.97,7.06,23.54,6.0,7.34,8.38,21.75,46.32,Low
V1,2026-08-27,116.25,27.02,Loamy,1.04,130.52,49.19,0.619,2,24712.55,686391.25,40.54,2.59,78.03,6.62,6.96,3.86,43.84,56.1,Moderate
V3,2026-06-26,129.37,24.33,Loamy,4.39,123.44,47.98,0.299,5,9349.12,438573.18,65.29,7.72,34.79,6.56,5.87,2.69,31.53,58.95,Moderate
V3,2026-09-24,111.21,38.33,Loamy,1.86,90.35,41.51,0.342,3,18807.59,609238.38,67.25,11.27,49.92,6.79,3.42,8.15,15.73,64.17,Moderate
V1,2026-12-07,130.67,43.83,Loamy,3.15,110.07,65.73,0.823,2,28332.48,551869.31,30.33,3.15,23.12,6.26,4.37,2.11,45.71,32.03,Low
V1,2026-10-09,95.47,28.94,Clay,7.48,87.93,50.5,0.14,9,18222.53,407689.67,33.78,9.41,41.78,7.02,4.49,9.22,20.89,37.21,Low
V4,2026-03-04,51.5,40.52,Clay,2.13,129.84,42.09,0.993,5,20171.94,677424.24,75.52,1.26,10.56,7.38,5.8,1.44,18.83,48.67,Low
V1,2026-08-05,32.85,18.36,Loamy,7.76,115.75,49.24,0.217,5,27676.35,655551.04,21.53,5.13,7.61,7.26,4.29,2.49,27.92,13.56,Safe
V4,2026-12-08,22.98,29.36,Sandy,2.44,142.24,72.08,0.816,1,24160.49,557277.38,12.95,2.22,40.16,7.61,3.36,8.7,42.66,26.23,Low
V4,2026-11-11,60.03,20.54,Loamy,6.19,97.64,74.06,0.455,6,16099.04,468682.7,41.78,4.88,34.9,6.9,6.65,9.28,21.7,38.22,Low
V1,2026-10-10,18.76,23.64,Clay,4.83,93.17,59.32,0.543,7,31653.21,436486.87,66.08,2.91,15.27,7.04,4.5,1.41,19.18,44.38,Low
V2,2026-06-26,117.76,37.96,Sandy,7.19,112.51,56.64,0.893,1,8202.15,509017.74,64.02,5.11,56.57,7.62,5.26,9.03,10.5,57.44,Moderate
V2,2026-04-08,63.93,44.67,Clay,4.88,154.13,79.11,0.472,9,34856.53,476628.48,74.37,5.59,79.47,6.86,3.64,12.74,33.58,86.47,High
V4,2026-04-15,166.66,10.47,Clay,4.74,136.83,48.02,0.584,8,6803.28,552007.36,47.32,4.31,34.67,7.4,7.01,11.11,31.43,47.66,Low
V1,2026-04-09,24.11,33.56,Sandy,2.37,113.51,48.61,0.144,8,3478.4,689922.79,17.0,8.22,51.84,6.87,5.83,2.84,21.69,22.55,Safe
V2,2026-11-07,53.01,31.2,Loamy,2.16,121.38,51.67,0.102,7,31480.6,572486.05,51.21,11.11,77.22,6.84,7.51,9.29,12.68,58.11,Moderate
V1,2026-01-06,148.75,10.33,Loamy,7.42,86.74,46.91,0.32,5,10838.51,666979.32,64.49,5.41,67.37,7.52,5.48,10.41,31.46,71.91,Moderate
V1,2026-07-16,123.77,14.54,Loamy,3.29,158.77,55.17,0.713,3,26350.39,595263.65,16.53,3.12,39.77,6.35,7.71,1.52,49.41,26.78,Low
V1,2026-12-17,22.25,19.0,Loamy,3.6,133.31,76.43,0.209,9,28952.49,542573.96,22.09,3.98,60.31,6.68,7.46,12.97,45.76,43.52,Low
V5,2026-05-13,176.68,12.51,Sandy,6.32,102.83,64.61,0.202,7,30487.56,656382.27,10.86,10.39,14.61,6.45,5.88,13.69,53.04,28.9,Low
V1,2026-12-24,176.68,15.97,Sandy,3.37,126.86,56.48,0.47,8,34731.02,541410.43,51.56,7.29,43.41,6.72,7.67,12.91,10.48,46.67,Low
V5,2026-09-16,72.78,17.04,Sandy,7.66,88.76,77.38,0.683,6,12409.27,660588.45,72.07,6.01,25.93,6.46,4.62,12.54,58.32,79.41,High
V4,2026-01-23,74.68,20.11,Clay,6.17,157.27,41.94,0.741,5,25727.79,487473.03,56.95,2.65,17.09,7.16,4.83,11.43,27.07,47.49,Low
V2,2026-02-22,197.92,38.72,Sandy,5.18,93.98,48.41,0.261,8,6692.8,438643.92,78.74,5.95,36.97,7.6,3.23,9.87,59.52,87.32,High
V2,2026-06-14,128.97,30.74,Loamy,7.17,131.84,62.64,0.172,3,16017.9,656594.34,14.41,4.06,14.83,7.57,5.95,10.5,22.63,11.61,Safe
V2,2026-07-21,110.95,49.38,Clay,1.35,99.64,64.62,0.946,7,30135.09,576224.55,73.21,11.37,57.42,6.73,6.61,12.29,33.58,81.11,High
V2,2026-03-24,169.25,23.66,Loamy,2.8,137.4,41.58,0.335,2,14765.06,666727.72,66.98,10.72,39.22,7.98,6.87,10.27,27.7,66.12,Moderate
V2,2026-05-25,64.21,38.92,Loamy,4.26,142.15,56.12,0.868,3,21915.05,681348.16,32.0,1.92,44.84,7.19,3.75,5.59,27.79,33.31,Low
V2,2026-03-26,91.54,44.22,Sandy,2.59,133.87,65.97,0.877,2,19120.75,416088.52,78.15,6.68,15.98,6.8,5.22,6.26,52.11,74.47,Moderate
V2,2026-03-19,60.88,35.55,Sandy,6.21,129.16,67.92,0.795,5,23670.45,550290.79,30.16,3.48,15.48,7.67,3.88,13.56,47.32,37.75,Low
V4,2026-01-01,159.94,23.53,Loamy,7.43,151.4,65.53,0.252,7,34132.62,512489.36,72.25,5.52,48.76,7.46,6.31,1.24,59.61,79.39,High
V1,2026-02-20,118.94,38.91,Loamy,3.97,86.29,52.82,0.84,1,4783.54,587757.52,71.65,10.65,78.88,7.5,3.79,10.78,40.68,89.37,High
V3,2026-06-22,135.18,14.17,Clay,3.39,106.47,43.74,0.792,9,21366.77,638077.36,63.04,6.8,12.22,6.39,7.52,14.37,33.16,57.12,Moderate
V5,2026-07-24,57.94,19.74,Sandy,7.73,99.86,57.08,0.637,1,30616.92,484177.06,49.44,4.68,26.43,6.94,4.15,10.89,14.5,39.83,Low
V3,2026-09-17,51.84,29.6,Clay,4.11,159.04,45.15,0.403,1,18404.25,567039.52,18.4,3.29,70.21,7.72,4.46,14.91,59.83,52.0,Moderate
V3,2026-10-15,102.79,30.89,Clay,4.42,111.15,77.9,0.336,8,5512.87,612618.57,47.24,9.8,10.42,7.01,7.25,10.63,37.58,45.97,Low
V1,2026-02-03,150.14,6.0,Clay,3.46,138.61,59.01,0.21,6,20937.26,440329.32,34.98,7.87,70.69,7.37,5.29,1.48,45.02,52.37,Moderate
V1,2026-12-14,109.8,47.53,Loamy,7.37,134.78,52.69,0.559,6,13626.36,644220.07,65.46,6.15,44.32,7.18,3.12,12.58,30.34,67.52,Moderate
V1,2026-04-05,16.2,36.35,Clay,4.98,96.97,70.65,0.627,9,7958.14,581832.88,63.07,3.39,35.62,7.68,5.47,4.98,37.39,59.07,Moderate
V2,2026-03-13,175.02,27.31,Clay,6.34,99.12,59.92,0.423,4,30169.1,684861.23,73.74,4.68,28.23,6.57,3.42,7.24,57.13,77.12,High
V4,2026-02-08,22.29,46.99,Loamy,6.68,102.5,52.4,0.528,8,19691.18,501858.68,11.04,11.56,27.28,7.15,7.93,5.37,18.32,11.71,Safe
V2,2026-06-03,191.61,24.76,Sandy,3.39,112.89,72.48,0.427,4,32864.85,432443.78,66.64,6.72,27.94,6.25,5.94,4.76,24.62,55.29,Moderate
V4,2026-09-07,14.78,49.12,Sandy,4.04,98.75,74.69,0.677,2,28792.53,551950.36,75.69,5.41,71.36,7.38,4.28,7.04,17.6,73.67,Moderate
V4,2026-06-11,141.95,28.05,Clay,6.94,81.57,66.92,0.911,8,25175.1,425743.23,65.25,6.74,59.28,7.46,5.82,6.3,49.61,76.62,High
V3,2026-04-28,25.62,10.14,Loamy,3.54,150.35,41.88,0.248,7,3160.82,690857.96,19.11,9.57,55.23,6.09,3.38,9.87,13.1,27.21,Low
V3,2026-09-16,183.03,39.42,Sandy,6.56,157.25,62.65,0.443,4,16690.35,411605.49,15.69,4.74,64.91,7.35,7.0,12.38,14.08,25.45,Low
V4,2026-11-02,98.24,35.55,Clay,7.59,107.33,70.53,0.227,9,9319.56,626051.17,11.46,2.97,24.28,6.83,7.63,5.16,24.92,8.8,Safe
V4,2026-09-25,36.13,39.78,Clay,5.36,107.08,45.46,0.662,9,32145.53,557530.72,54.01,7.43,51.35,6.25,7.37,3.99,35.71,57.44,Moderate
V2,2026-02-23,74.75,47.81,Loamy,6.19,80.57,49.15,0.756,8,8586.69,510586.2,54.08,8.32,39.5,6.84,4.71,10.34,30.31,56.62,Moderate
V2,2026-08-24,41.32,39.94,Clay,6.64,134.42,75.3,0.939,1,12153.92,419752.65,79.08,8.84,63.68,6.39,4.63,10.38,12.24,75.52,High
V3,2026-08-10,42.41,32.51,Sandy,6.92,146.04,40.8,0.351,7,19538.78,586650.08,37.86,10.7,28.19,6.83,3.18,13.62,57.87,57.35,Moderate
V1,2026-09-08,190.14,43.58,Loamy,3.77,91.73,70.11,0.955,5,11427.64,575566.1,33.23,5.08,53.24,6.77,6.26,1.22,57.64,49.27,Low
V4,2026-11-09,94.6,35.3,Sandy,1.36,92.77,58.95,0.157,7,9715.67,484264.98,53.71,1.83,71.17,7.48,5.67,12.94,23.97,60.51,Moderate
V2,2026-04-22,159.87,23.37,Sandy,3.81,143.21,57.87,0.643,9,22171.18,673066.51,67.79,11.54,35.16,7.55,5.3,8.29,46.58,74.06,Moderate
V3,2026-09-12,131.53,44.85,Sandy,5.72,129.3,40.28,0.151,2,5845.74,491233.0,75.57,5.79,10.0,7.21,7.54,9.7,38.93,65.32,Moderate
V2,2026-10-30,138.52,14.99,Clay,4.15,83.59,72.78,0.904,4,4861.37,534917.62,66.22,7.86,43.7,6.05,3.84,2.28,21.87,58.4,Moderate
V4,2026-07-26,35.02,37.16,Clay,6.24,129.8,54.39,0.577,4,14911.85,563128.74,39.87,8.33,30.95,7.86,3.05,7.06,23.11,38.05,Low
V4,2026-08-17,54.5,44.67,Sandy,3.5,104.71,61.63,0.702,2,26061.26,430069.56,54.44,7.01,55.42,7.37,3.37,4.18,34.56,59.61,Moderate
V5,2026-12-07,159.48,37.91,Sandy,5.44,109.5,67.09,0.848,3,20753.82,679648.52,69.94,3.26,76.33,6.07,4.12,4.56,30.96,74.15,Moderate
V1,2026-03-07,194.45,36.38,Loamy,2.3,141.58,68.11,0.235,8,16532.05,512360.85,44.34,9.31,41.42,7.64,3.17,8.06,24.56,46.65,Low
V5,2026-03-16,59.91,38.87,Loamy,6.25,144.87,78.24,0.135,9,21104.05,424233.76,25.17,9.84,39.96,6.4,5.51,12.37,50.38,45.62,Low
V3,2026-04-13,61.6,25.93,Clay,4.82,112.03,61.25,0.891,6,14694.45,516187.35,21.88,7.08,54.09,7.16,4.57,11.41,34.07,37.82,Low
V2,2026-07-11,99.85,44.34,Clay,2.43,155.77,55.99,0.383,2,32956.68,580060.76,10.01,6.37,12.76,6.93,3.9,9.27,42.74,18.23,Safe
V3,2026-09-09,196.93,14.15,Loamy,3.04,112.52,78.15,0.216,2,4756.96,554095.8,60.28,2.25,24.01,6.84,6.75,8.55,19.46,46.05,Low
V4,2026-08-14,61.1,10.73,Sandy,6.24,141.75,65.68,0.522,7,24548.53,608362.59,17.78,1.92,73.92,7.78,4.02,6.98,36.68,36.23,Low
V5,2026-10-21,87.32,17.85,Clay,4.38,118.71,51.93,0.638,8,31521.05,416645.18,27.07,4.74,55.25,6.87,6.44,14.62,25.9,38.37,Low
V5,2026-11-02,179.38,28.92,Sandy,2.51,151.8,45.06,0.128,8,28724.31,485362.18,30.85,4.42,6.01,6.15,4.75,8.84,36.32,27.59,Low
